Qty,Source,Identifier,Title,Source URL,Product Image,Price,Discounts and Taxes,Prep And Ship,Adjusted Price,In Stock,Amazon Title,Amazon URL,K URL,Camel Camel Camel URL,Amazon Seller Central URL,Amazon Image,Match Quality,Amazon Category,Brand,Variations,ASIN,Parent ASIN,Amazon UPC/EAN,UPC / EAN,Buy Box,Amazon Sells and In Stock,Amazon Buy Box Price,Average Price (30 days),Average Price (90 days),Amazon Return After Fees,GST/VAT to Remit,Gross Profit,Gross ROI,New Sellers,Competitive FBA Sellers,Potential Monthly Profit,Weight (lbs),Product Size,Sales Rank,Average Rank (30 Days),Average Rank (90 Days),Estimated Monthly Sales,Reviews,Rating,Last Update,Note,Amazon In Stock (30 days),Amazon In Stock (90 Days),Profit Margin,Length,Width,Height,WeightUnits,SizeUnits,Process ID,Process Name,Fulfillment Fee,Closing Fee,Referral Percent
24,target.com,,Annie's Organic Cheddar Bunnies Baked Snack Crackers - 7.5oz,https://www.target.com/p/annie-39-s-organic-cheddar-bunnies-baked-snack-crackers-7-5oz/-/A-52089319,https://target.scene7.com/is/image/Target/GUEST_3a8d851d-6ece-4a0b-88fa-1146244bc29b,$81.36,5.7,$0.50,$87.62,Yes,"ANNIES HOMEGROWN CRACKER CHDR BUNNY, 7.5 OZ",https://amazon.com/dp/B005GTU8QQ/,,http://camelcamelcamel.com/product/B005GTU8QQ,https://www.amazon.com/dp/B005GTU8QQ,https://m.media-amazon.com/images/I/518Yyl+QxjL.jpg,100,Grocery & Gourmet Food,Annie's Homegrown,1,B005GTU8QQ,,13562302154,13562302154,MF,out of stock,$138.46,,,$112.89,0,$25.27,29 %,2,0,-25.27,0.57,Large Standard-Size,0,0,0,,0,0,2022-05-13T16:32:04.000000Z,,0,0,22,866,551,232,hundredths-pounds,hundredths-inches,8237720,,4.52,0,0.15%
1,target.com,,Quaker Life Cinnamon Family Size Cereal - 22.3oz,https://www.target.com/p/quaker-life-cinnamon-family-size-cereal-22-3oz/-/A-82439378,https://target.scene7.com/is/image/Target/GUEST_5be06125-08d8-4f5e-a501-dc85fa48c693,$4.29,0.3,$0.50,$5.09,Yes,"Life Cereal, Cinnamon, 22.3oz Box",https://amazon.com/dp/B08XD6LB26/,,http://camelcamelcamel.com/product/B08XD6LB26,https://www.amazon.com/dp/B08XD6LB26,https://m.media-amazon.com/images/I/51L16G+W0dS.jpg,100,Grocery & Gourmet Food,Quaker,1,B08XD6LB26,,30000571859,30000571859,,,$17.97,,,$10.11,0,$5.02,99 %,1,0,-5.02,0,,0,0,0,,0,0,2022-05-14T08:54:43.000000Z,,0,0,50,0,0,0,hundredths-pounds,hundredths-inches,8237720,,,,
6,target.com,,Nonstick Olive Oil Cooking Spray - 5oz - Good &#38; Gather&#8482;,https://www.target.com/p/nonstick-olive-oil-cooking-spray-5oz-good-38-gather-8482/-/A-77521575,https://target.scene7.com/is/image/Target/GUEST_e9b131ba-e97f-4ceb-b5a3-5b5e443b04e9,$16.74,1.17,$0.50,$18.44,Yes,PAM OLIVE OIL COOKING SPRAY 5oz 6pack,https://amazon.com/dp/B005MPZMV0/,,http://camelcamelcamel.com/product/B005MPZMV0,https://www.amazon.com/dp/B005MPZMV0,https://m.media-amazon.com/images/I/41lO5dksqoL.jpg,0,Grocery & Gourmet Food,Pam,1,B005MPZMV0,,,85239058275,FBA,out of stock,$38.95,$35.64,$37.31,$26.42,0,$7.98,43 %,5,1,23.94,2.95,Large Standard-Size,239359,174181,164850,6,21,4.8,2022-05-14T00:56:13.000000Z,,0,0,30,790,790,430,hundredths-pounds,hundredths-inches,8237720,,6.54,0,0.15%
1,target.com,,Annie's Organic Friends Bunny Grahams Chocolate Chip &#38; Honey Baked Snacks - 7oz,https://www.target.com/p/annie-39-s-organic-friends-bunny-grahams-chocolate-chip-38-honey-baked-snacks-7oz/-/A-52087250,https://target.scene7.com/is/image/Target/GUEST_e003abe1-6232-45cb-823b-6af54b79c185,$2.99,0.21,$0.50,$3.70,Yes,"Annie's Organic Friends Bunny Grahams 7oz, pack of 1",https://amazon.com/dp/B06X3XL37W/,,http://camelcamelcamel.com/product/B06X3XL37W,https://www.amazon.com/dp/B06X3XL37W,https://m.media-amazon.com/images/I/51x+2k2EXXL.jpg,79,Grocery & Gourmet Food,Annie's,1,B06X3XL37W,,,13562302611,MF,out of stock,$13.95,$36.33,$34.60,$8.84,0,$5.14,139 %,11,7,5.78,0.55,Large Standard-Size,142133,206181,192912,9,1,4,2022-05-14T09:41:54.000000Z,,75,75,58,800,550,180,hundredths-pounds,hundredths-inches,8237720,,3.96,0,0.08%
6,target.com,,Annie's Organic Friends Bunny Grahams Chocolate Chip &#38; Honey Baked Snacks - 7oz,https://www.target.com/p/annie-39-s-organic-friends-bunny-grahams-chocolate-chip-38-honey-baked-snacks-7oz/-/A-52087250,https://target.scene7.com/is/image/Target/GUEST_e003abe1-6232-45cb-823b-6af54b79c185,$17.94,1.26,$0.50,$19.70,Yes,"Annie's Organic Friends Bunny Grahams Snacks, 7 oz (Pack of 6)",https://amazon.com/dp/B002QTWUEC/,,http://camelcamelcamel.com/product/B002QTWUEC,https://www.amazon.com/dp/B002QTWUEC,https://m.media-amazon.com/images/I/51ZWnZ8YUXL.jpg,100,Grocery & Gourmet Food,Annie's Homegrown,1,B002QTWUEC,,13562302611,13562302611,MF,out of stock,$38.49,$36.33,$34.60,$25.74,0,$6.04,31 %,8,0,6.04,3.25,Large Standard-Size,215419,206181,192912,1,1396,4.6,2022-05-14T06:34:02.000000Z,,0,0,23,1200,820,530,hundredths-pounds,hundredths-inches,8237720,,6.75,0,0.15%
6,target.com,,Garnier Skin Active Micellar Cleansing Water - 13.5 fl oz,https://www.target.com/p/garnier-skin-active-micellar-cleansing-water-13-5-fl-oz/-/A-49109399,https://target.scene7.com/is/image/Target/GUEST_36fe67c4-bf9c-4960-af48-71ad6585b023,$20.94,1.47,$0.50,$22.88,Yes,Garnier Micellar Cleansing Water 13.5 Ounce (Removes Mascara) (399ml) (6 Pack),https://amazon.com/dp/B01C4SREHW/,,http://camelcamelcamel.com/product/B01C4SREHW,https://www.amazon.com/dp/B01C4SREHW,https://m.media-amazon.com/images/I/412Bq58RmxL.jpg,92,Beauty & Personal Care,Garnier,1,B01C4SREHW,,,,MF,out of stock,$60.51,,,$46.27,0,$23.39,102 %,3,0,-23.39,0,,0,0,0,,0,0,2022-05-14T02:20:53.000000Z,,66,88,51,0,0,0,hundredths-pounds,hundredths-inches,8237720,,,,
1,target.com,,Garnier Skin Active Micellar Cleansing Water - 13.5 fl oz,https://www.target.com/p/garnier-skin-active-micellar-cleansing-water-13-5-fl-oz/-/A-49109399,https://target.scene7.com/is/image/Target/GUEST_36fe67c4-bf9c-4960-af48-71ad6585b023,$3.49,0.24,$0.50,$4.23,Yes,Maybelline Eyeshadow Palette and Garnier SkinActive Micellar Water Makeup Remover,https://amazon.com/dp/B01K3JMRA8/,,http://camelcamelcamel.com/product/B01K3JMRA8,https://www.amazon.com/dp/B01K3JMRA8,https://m.media-amazon.com/images/I/41o-B3U10rL.jpg,91,Beauty & Personal Care,Maybelline New York,1,B01K3JMRA8,,41554419184,,AMZ,yes,$17.28,,,$9.71,0,$5.48,130 %,1,1,8.22,0.19,Small Standard-Size,462235,0,0,3,0,0,2022-05-13T21:25:40.000000Z,,0,0,56,705,264,213,hundredths-pounds,hundredths-inches,8237720,,,,
2,target.com,,Garnier Skin Active Micellar Cleansing Water - 13.5 fl oz,https://www.target.com/p/garnier-skin-active-micellar-cleansing-water-13-5-fl-oz/-/A-49109399,https://target.scene7.com/is/image/Target/GUEST_36fe67c4-bf9c-4960-af48-71ad6585b023,$6.98,0.49,$0.50,$7.96,Yes,Garnier SkinActive Micellar Cleansing Water All-in-1 Cleanser+Waterproof Makeup Remover 13.5 oz(Pack of 2),https://amazon.com/dp/B01I3AJVD0/,,http://camelcamelcamel.com/product/B01I3AJVD0,https://www.amazon.com/dp/B01I3AJVD0,https://m.media-amazon.com/images/I/41UVD9pjsML.jpg,90,Beauty & Personal Care,Garnier,1,B01I3AJVD0,,,,MF,out of stock,$27.00,,,$17.79,0,$9.83,123 %,3,0,0,2.84,Large Standard-Size,649080,0,0,0,3,1,2022-05-14T08:22:10.000000Z,,0,0,55,705,264,213,hundredths-pounds,hundredths-inches,8237720,,,,
2,target.com,,Air Wick Scented Oil Air Freshener Warmer - 2ct,https://www.target.com/p/air-wick-scented-oil-air-freshener-warmer-2ct/-/A-13297929,https://target.scene7.com/is/image/Target/GUEST_a636acb5-0d18-4e54-8c0a-525fe2b579c2,$7.18,0.5,$0.50,$8.18,Yes,"Air Wick Scented Oil Warmers, 2 Twin Packs, 4 Count",https://amazon.com/dp/B003M5P35M/,,http://camelcamelcamel.com/product/B003M5P35M,https://www.amazon.com/dp/B003M5P35M,https://m.media-amazon.com/images/I/51E-D2cGy4L.jpg,100,Home & Kitchen,Air Wick,1,B003M5P35M,,62338780481,62338780481,MF,out of stock,$20.01,$20.01,$20.01,$11.50,0,$3.32,41 %,1,0,0,0.55,Large Standard-Size,751845,751522,751522,0,1,5,2022-05-14T05:46:43.000000Z,,0,0,29,1008,677,386,hundredths-pounds,hundredths-inches,8237720,,5.4,0,0.15%
6,target.com,,Old Spice Fresher Collection Deep Sea Invisible Solid Antiperspirant &#38; Deodorant - 2.6oz,https://www.target.com/p/old-spice-fresher-collection-deep-sea-invisible-solid-antiperspirant-38-deodorant-2-6oz/-/A-75566805,https://target.scene7.com/is/image/Target/GUEST_4bdd22b2-cdab-47f7-9a16-f18fa769e407,$32.94,2.31,$0.50,$35.72,Yes,Old Spice Anti-Perspirant 2.6 Ounce Deep Sea Solid (6 Pack),https://amazon.com/dp/B07QYX54JZ/,,http://camelcamelcamel.com/product/B07QYX54JZ,https://www.amazon.com/dp/B07QYX54JZ,https://m.media-amazon.com/images/I/41xXtw61iuL.jpg,100,Health & Household,Old Spice,1,B07QYX54JZ,,12044029831,12044029831,MF,out of stock,$61.49,$47.75,$53.26,$47.11,0,$11.39,32 %,2,0,0,0.5,Large Standard-Size,939935,938764,936522,0,0,0,2022-05-14T06:44:58.000000Z,,0,0,24,650,559,295,hundredths-pounds,hundredths-inches,8237720,,4.95,0,0.15%
3,target.com,,Take 5 Snack Size Candy Bars - 11.25oz,https://www.target.com/p/take-5-snack-size-candy-bars-11-25oz/-/A-14718932,https://target.scene7.com/is/image/Target/GUEST_24156bd3-eae5-4dd9-839e-08aabfefb2cf,$12.87,0.9,$0.50,$14.27,Yes,Take Five Snack Size Bars - 11.3 oz - 3 pk,https://amazon.com/dp/B00PZ24I9M/,,http://camelcamelcamel.com/product/B00PZ24I9M,https://www.amazon.com/dp/B00PZ24I9M,https://m.media-amazon.com/images/I/41h3u2WYg9L.jpg,100,Grocery & Gourmet Food,Take Five,1,B00PZ24I9M,,34000386260,34000386260,MF,out of stock,$27.90,$27.82,$19.55,$17.51,0,$3.24,23 %,6,0,93.96,2.2,Large Standard-Size,62092,81310,95907,29,93,4.2,2022-05-14T06:31:33.000000Z,,0,0,19,980,900,320,hundredths-pounds,hundredths-inches,8237720,,5.79,0,0.15%
1,target.com,,Crest Pro-Health Advanced Mouthwash Alcohol Free Multi-Protection Fresh Mint - 33.8 fl oz,https://www.target.com/p/crest-pro-health-advanced-mouthwash-alcohol-free-multi-protection-fresh-mint-33-8-fl-oz/-/A-18787356,https://target.scene7.com/is/image/Target/GUEST_ccdea8de-6cc7-40cf-aca5-3976096dfd5e,$6.99,0.49,$0.50,$7.98,Yes,Crest ProHealth Advanced Mouthwash with Extra Deep Clean Fresh Mint Flavor 33.8 fl oz,https://amazon.com/dp/B075S7235N/,,http://camelcamelcamel.com/product/B075S7235N,https://www.amazon.com/dp/B075S7235N,https://m.media-amazon.com/images/I/41akRT9leTL.jpg,100,Beauty & Personal Care,Crest,1,B075S7235N,,37000945703,37000945703,MF,out of stock,$22.53,,,$13.01,0,$5.03,63 %,1,0,-5.03,2.43,Large Standard-Size,0,0,0,,361,4,2022-05-14T00:42:34.000000Z,,0,0,39,1047,465,287,hundredths-pounds,hundredths-inches,8237720,,6.08,0,0.15%
4,target.com,,Crest Pro-Health Advanced Mouthwash Alcohol Free Multi-Protection Fresh Mint - 33.8 fl oz,https://www.target.com/p/crest-pro-health-advanced-mouthwash-alcohol-free-multi-protection-fresh-mint-33-8-fl-oz/-/A-18787356,https://target.scene7.com/is/image/Target/GUEST_ccdea8de-6cc7-40cf-aca5-3976096dfd5e,$27.96,1.96,$0.50,$30.42,Yes,Crest Pro-Health Advanced Alcohol Free Fluoride Anticavity Extra Deep Clean Mouthwash Fresh Mint (Pack of 4),https://amazon.com/dp/B081HY8Q4X/,,http://camelcamelcamel.com/product/B081HY8Q4X,https://www.amazon.com/dp/B081HY8Q4X,https://m.media-amazon.com/images/I/41akRT9leTL.jpg,100,Health & Household,Crest,1,B081HY8Q4X,,37000945703,37000945703,MF,out of stock,$59.06,$46.63,$40.68,$40.89,0,$10.47,34 %,3,0,115.17,10.54,Large Standard-Size,258106,262831,257640,11,1,5,2022-05-14T09:24:16.000000Z,,0,0,26,1256,1024,630,hundredths-pounds,hundredths-inches,8237720,,8.96,0,0.15%
1,target.com,,Glade Solid Air Freshener Clean Linen - 6oz,https://www.target.com/p/glade-solid-air-freshener-clean-linen-6oz/-/A-12973416,https://target.scene7.com/is/image/Target/GUEST_0ce74e0d-64ec-4737-a6d0-d3f8ac164028,$0.99,0.07,$0.50,$1.56,Yes,"Glade Solid Air Freshener, Clean Linen",https://amazon.com/dp/B01MRB75Y2/,,http://camelcamelcamel.com/product/B01MRB75Y2,https://www.amazon.com/dp/B01MRB75Y2,https://m.media-amazon.com/images/I/41iz4L8qQ7L.jpg,67,Home & Kitchen,Glade,1,B01MRB75Y2,,,146500716895,MF,out of stock,$9.95,,,$5.43,0,$3.87,248 %,1,0,0,0.01,Large Standard-Size,1000080,0,0,0,1,2,2022-05-13T23:30:51.000000Z,,2,1,71,197,197,197,hundredths-pounds,hundredths-inches,8237720,,3.72,0,0.08%
3,target.com,,Angel Hair - 16oz - Good &#38; Gather&#8482;,https://www.target.com/p/angel-hair-16oz-good-38-gather-8482/-/A-78779128,https://target.scene7.com/is/image/Target/GUEST_be7489bc-6c95-4862-99f0-6c8af0be1310,$2.85,0.2,$0.50,$3.56,Yes,Mueller's Pot -Sized Angel Hair 16oz. (Pack of 3),https://amazon.com/dp/B010ZI6J2E/,,http://camelcamelcamel.com/product/B010ZI6J2E,https://www.amazon.com/dp/B010ZI6J2E,https://m.media-amazon.com/images/I/51vqKRpuCeL.jpg,0,Grocery & Gourmet Food,,1,B010ZI6J2E,,,85239099766,FBA,out of stock,$19.94,$18.63,$19.05,$10.06,0,$6.50,183 %,7,4,2.6,3.25,Large Standard-Size,293303,238173,249220,2,0,0,2022-05-14T00:59:29.000000Z,,0,0,65,1070,550,530,hundredths-pounds,hundredths-inches,8237720,,6.75,0,0.15%
3,target.com,,Lay's Oven Baked Barbecue Flavored Potato Chips - 6.25oz,https://www.target.com/p/lay-s-oven-baked-barbecue-flavored-potato-chips-6-25oz/-/A-14898266,https://target.scene7.com/is/image/Target/GUEST_d1632154-0993-4ab3-aa40-bd50ff5e52fe,$10.77,0.75,$0.50,$12.02,Yes,"Ruffles Baked! Potato Crisps, Barbecue 9 Oz, (Pack of 3)",https://amazon.com/dp/B00I1AVPX2/,,http://camelcamelcamel.com/product/B00I1AVPX2,https://www.amazon.com/dp/B00I1AVPX2,http://ecx.images-amazon.com/images/I/51jCdlDnIeL.jpg,100,Grocery & Gourmet Food,Ruffles,1,B00I1AVPX2,,,28400183833,MF,out of stock,$30.49,$30.49,$30.49,$20.76,0,$8.74,73 %,2,0,0,0,,646937,644927,629261,0,0,0,2022-05-14T04:59:58.000000Z,,0,0,42,1160,720,330,hundredths-pounds,hundredths-inches,8237720,,3.19,0,0.15%
1,target.com,,Betty Crocker Super Moist Chocolate Fudge Mix &#38; Chocolate Frosting Bundle - 15.25oz,https://www.target.com/p/betty-crocker-super-moist-chocolate-fudge-mix-38-chocolate-frosting-bundle-15-25oz/-/A-81529892,https://target.scene7.com/is/image/Target/GUEST_6e72f04a-98c9-4dc0-8df6-a9e5319c8ee6,$2.99,0.21,$0.50,$3.70,Yes,Betty Crocker Super Moist Chocolate Fudge Cake Mix 15.25 oz,https://amazon.com/dp/B006UKGY6S/,,http://camelcamelcamel.com/product/B006UKGY6S,https://www.amazon.com/dp/B006UKGY6S,https://m.media-amazon.com/images/I/51aykGLIH8L.jpg,79,Grocery & Gourmet Food,Betty Crocker,1,B006UKGY6S,,,85239170069,MF,out of stock,$18.98,,,$10.69,0,$6.99,189 %,1,0,0,1.1,Large Standard-Size,346226,0,0,0,47,4.4,2022-05-14T02:36:29.000000Z,,0,0,65,740,650,170,hundredths-pounds,hundredths-inches,8237720,,5.4,0,0.15%
1,target.com,,Nestle Toll House Semi-Sweet Chocolate Mini Chocolate Chips - 10oz,https://www.target.com/p/nestle-toll-house-semi-sweet-chocolate-mini-chocolate-chips-10oz/-/A-14767766,https://target.scene7.com/is/image/Target/GUEST_7259d826-6795-4826-82fe-3dc3663b1c77,$2.69,0.19,$0.50,$3.38,Yes,"Nestle Toll House Semi Sweet Chocolate Mini Chips, 10 Oz",https://amazon.com/dp/B072LZV39Q/,,http://camelcamelcamel.com/product/B072LZV39Q,https://www.amazon.com/dp/B072LZV39Q,https://m.media-amazon.com/images/I/412mDfPdVlL.jpg,94,Grocery & Gourmet Food,Toll House,1,B072LZV39Q,,28000986124,28000986124,MF,out of stock,$15.23,,,$8.98,0,$5.60,166 %,1,0,61.6,0.7,Large Standard-Size,131306,0,0,11,1171,4.8,2022-05-14T02:32:48.000000Z,,1,2,62,799,409,79,hundredths-pounds,hundredths-inches,8237720,,3.96,0,0.15%
3,target.com,,Tostitos Chunky Salsa Mild - 15.5oz,https://www.target.com/p/tostitos-chunky-salsa-mild-15-5oz/-/A-13319573,https://target.scene7.com/is/image/Target/GUEST_83404955-e03c-4d49-a4c8-ddc9b066682e,$11.37,0.8,$0.50,$12.68,Yes,"Progressive International Lid Lifter, Canning Scoop and Funnel Canning Kit",https://amazon.com/dp/B00BKEK7LC/,,http://camelcamelcamel.com/product/B00BKEK7LC,https://www.amazon.com/dp/B00BKEK7LC,https://m.media-amazon.com/images/I/31h3LIeVkPL.jpg,100,Home & Kitchen,Tostitos,1,B00BKEK7LC,,28400055970,28400055970,MF,out of stock,$31.29,,,$21.44,0,$8.76,69 %,1,0,-8.76,0,,0,0,0,,1,5,2022-05-14T08:05:33.000000Z,,0,0,41,750,530,530,hundredths-pounds,hundredths-inches,8237720,,,,
2,target.com,,Tostitos Chunky Salsa Mild - 15.5oz,https://www.target.com/p/tostitos-chunky-salsa-mild-15-5oz/-/A-13319573,https://target.scene7.com/is/image/Target/GUEST_83404955-e03c-4d49-a4c8-ddc9b066682e,$7.58,0.53,$0.50,$8.62,Yes,Tostitos Chunky Salsa Mild 15.5 oz (Pack of 2),https://amazon.com/dp/B01MG58HFS/,,http://camelcamelcamel.com/product/B01MG58HFS,https://www.amazon.com/dp/B01MG58HFS,https://m.media-amazon.com/images/I/517puFvEu-L.jpg,100,,Tostitos,0,B01MG58HFS,,28400055970,28400055970,,,$26.99,,,$16.02,0,$7.40,86 %,4,0,-7.4,3.55,Large Standard-Size,0,0,0,,0,0,2022-05-11T12:49:18.000000Z,,0,0,46,890,815,543,hundredths-pounds,hundredths-inches,8237720,,,,
7,target.com,,Skintimate Skin Therapy Sensitive Skin Women's Shave Gel - 7oz,https://www.target.com/p/skintimate-skin-therapy-sensitive-skin-women-39-s-shave-gel-7oz/-/A-13400438,https://target.scene7.com/is/image/Target/GUEST_2f5ae8b2-44a2-4e40-b42e-86c493ce0e36,$20.93,1.47,$0.50,$22.90,Yes,Skin Therapy Moisturizing Shave Gel For Sensitive Skin Skintimate Shave Gel Women 7 oz (Pack of 7),https://amazon.com/dp/B075M88VCT/,,http://camelcamelcamel.com/product/B075M88VCT,https://www.amazon.com/dp/B075M88VCT,https://m.media-amazon.com/images/I/31Qw1Lu6jPL.jpg,100,Beauty & Personal Care,Skintimate,1,B075M88VCT,,,841058005643,MF,out of stock,$41.69,$41.68,$41.68,$31.71,0,$8.81,38 %,2,0,0,0.1,Large Standard-Size,1108336,1107087,1096300,0,0,0,2022-05-14T03:52:47.000000Z,,0,0,28,200,200,200,hundredths-pounds,hundredths-inches,8237720,,3.72,0,0.15%
12,target.com,,OREO Original Chocolate Sandwich Cookies - 14.3oz,https://www.target.com/p/oreo-original-chocolate-sandwich-cookies-14-3oz/-/A-12959727,https://target.scene7.com/is/image/Target/GUEST_e57aca97-5825-4e05-b0b3-7bb2645e8da1,$38.28,2.68,$0.00,$40.92,Yes,Nabisco Oreo Chocolate Sandwich Cookies 14.3 oz (Pack of 12),https://amazon.com/dp/B00BYA2B4S/,,http://camelcamelcamel.com/product/B00BYA2B4S,https://www.amazon.com/dp/B00BYA2B4S,https://m.media-amazon.com/images/I/51nO9f9rDPL.jpg,100,Grocery & Gourmet Food,Oreo,0,B00BYA2B4S,,44000032029,44000032029,,,$76.72,,,$60.05,0,$19.13,47 %,2,0,-19.13,12,Small Oversize,0,0,0,,1,3,2022-05-14T04:13:05.000000Z,,0,0,32,1900,800,800,hundredths-pounds,hundredths-inches,8237720,,4.95,0,0.15%
2,target.com,,OREO Original Chocolate Sandwich Cookies - 14.3oz,https://www.target.com/p/oreo-original-chocolate-sandwich-cookies-14-3oz/-/A-12959727,https://target.scene7.com/is/image/Target/GUEST_e57aca97-5825-4e05-b0b3-7bb2645e8da1,$6.38,0.45,$0.50,$7.32,Yes,Oreo 14.3oz. (2 packs),https://amazon.com/dp/B00CPNL806/,,http://camelcamelcamel.com/product/B00CPNL806,https://www.amazon.com/dp/B00CPNL806,https://m.media-amazon.com/images/I/317IeeSIwjL.jpg,100,Grocery & Gourmet Food,Nabisco,0,B00CPNL806,,44000032029,44000032029,MF,out of stock,$18.99,$15.62,$15.62,$10.67,0,$3.35,46 %,6,0,13.4,1.9,Large Standard-Size,292370,222445,222445,4,0,0,2022-05-14T09:26:22.000000Z,,0,0,31,760,630,360,hundredths-pounds,hundredths-inches,8237720,,5.14,0,0.08%
1,target.com,,Bush's Black Beans - 15oz,https://www.target.com/p/bush-39-s-black-beans-15oz/-/A-13536162,https://target.scene7.com/is/image/Target/GUEST_c58d266e-d96b-4b38-8d1f-e1dac817bd0e,$1.39,0.1,$0.50,$1.99,Yes,"Bush's Best Black Beans, Creamy, 15 Oz",https://amazon.com/dp/B000Q5L3HI/,,http://camelcamelcamel.com/product/B000Q5L3HI,https://www.amazon.com/dp/B000Q5L3HI,https://m.media-amazon.com/images/I/51gcwHnfSZL.jpg,92,Grocery & Gourmet Food,Bush's Best,12,B000Q5L3HI,B07DLRBPBC,39400018803,39400018803,MF,out of stock,$13.64,$15.36,$15.26,$7.13,0,$5.14,258 %,3,0,159.34,1.07,Large Standard-Size,93390,5412,8080,31,8318,4.8,2022-05-14T07:27:41.000000Z,,48,68,72,437,287,285,hundredths-pounds,hundredths-inches,8237720,,5.4,0,0.08%
8,target.com,,Bush's Black Beans - 15oz,https://www.target.com/p/bush-39-s-black-beans-15oz/-/A-13536162,https://target.scene7.com/is/image/Target/GUEST_c58d266e-d96b-4b38-8d1f-e1dac817bd0e,$11.12,0.78,$0.50,$12.42,Yes,Bush's Best BLACK BEANS 15oz (8 Pack),https://amazon.com/dp/B00J3D672A/,,http://camelcamelcamel.com/product/B00J3D672A,https://www.amazon.com/dp/B00J3D672A,http://ecx.images-amazon.com/images/I/518Zj2COrFL.jpg,100,Grocery & Gourmet Food,Bush's Best,1,B00J3D672A,,,39400018803,MF,,$27.98,,,$18.62,0,$6.20,50 %,2,0,0,0,,742079,0,0,0,0,0,2022-05-14T05:22:00.000000Z,,0,0,33,441,291,280,hundredths-pounds,hundredths-inches,8237720,,4.76,0,0.15%
10,target.com,,Bush's Black Beans - 15oz,https://www.target.com/p/bush-39-s-black-beans-15oz/-/A-13536162,https://target.scene7.com/is/image/Target/GUEST_c58d266e-d96b-4b38-8d1f-e1dac817bd0e,$13.90,0.97,$0.50,$15.40,Yes,Bush's Best BLACK BEANS 15oz (10 Pack),https://amazon.com/dp/B00J3D7WO2/,,http://camelcamelcamel.com/product/B00J3D7WO2,https://www.amazon.com/dp/B00J3D7WO2,http://ecx.images-amazon.com/images/I/518Zj2COrFL.jpg,100,Grocery & Gourmet Food,Bush's Best,1,B00J3D7WO2,,,39400018803,MF,out of stock,$29.45,$29.45,$32.36,$18.92,0,$3.52,23 %,4,0,0,0,,473057,470553,465539,0,1,5,2022-05-14T05:22:02.000000Z,,0,0,19,441,291,280,hundredths-pounds,hundredths-inches,8237720,,4.76,0,0.15%
18,target.com,,Bush's Black Beans - 15oz,https://www.target.com/p/bush-39-s-black-beans-15oz/-/A-13536162,https://target.scene7.com/is/image/Target/GUEST_c58d266e-d96b-4b38-8d1f-e1dac817bd0e,$25.02,1.75,$0.50,$27.32,Yes,Bush's Best BLACK BEANS 15oz (18 Pack),https://amazon.com/dp/B00J3D93SU/,,http://camelcamelcamel.com/product/B00J3D93SU,https://www.amazon.com/dp/B00J3D93SU,https://m.media-amazon.com/images/I/518Zj2COrFL.jpg,100,Grocery & Gourmet Food,Bush's Best,0,B00J3D93SU,,39400018803,39400018803,,,$86.00,,,$67.94,0,$40.62,149 %,3,0,-40.62,0,,0,0,0,,0,0,2022-05-14T01:01:36.000000Z,,0,0,60,0,0,0,,,8237720,,,,
1,target.com,,Method Foaming Hand Soap Sea Minerals - 10 fl oz,https://www.target.com/p/method-foaming-hand-soap-sea-minerals-10-fl-oz/-/A-11207088,https://target.scene7.com/is/image/Target/GUEST_27c2b08d-74ef-4c28-bae6-320dcb0e6d1f,$3.49,0.24,$0.50,$4.23,Yes,"method Foaming Hand Wash, 10 fl oz",https://amazon.com/dp/B07D4LMPM3/,,http://camelcamelcamel.com/product/B07D4LMPM3,https://www.amazon.com/dp/B07D4LMPM3,https://m.media-amazon.com/images/I/31jUIue+qjL.jpg,100,Beauty & Personal Care,Method,5,B07D4LMPM3,B07CKJRDY3,,817939003657,FBA,out of stock,$15.00,$15.00,$15.14,$7.97,0,$3.74,88 %,7,1,0,0.78,Large Standard-Size,871217,867390,856483,0,0,0,2022-05-14T08:31:10.000000Z,,0,0,47,800,300,300,hundredths-pounds,hundredths-inches,8237720,,4.75,0,0.15%
8,target.com,,Nature Valley Protein Oats 'n Honey Crunchy Granola - 11oz,https://www.target.com/p/nature-valley-protein-oats-n-honey-crunchy-granola-11oz/-/A-14773733,https://target.scene7.com/is/image/Target/GUEST_0737b3e3-6b4b-4e71-b296-25d1f8786a92,$38.32,2.68,$0.50,$41.54,Yes,Nature Valley Crunchy Granola Oats 'n Honey 11 oz (Pack of 8),https://amazon.com/dp/B00EDPNP3W/,,http://camelcamelcamel.com/product/B00EDPNP3W,https://www.amazon.com/dp/B00EDPNP3W,https://m.media-amazon.com/images/I/511HP1MdpWL.jpg,100,Grocery & Gourmet Food,Nature Valley,1,B00EDPNP3W,,16000437791,16000437791,MF,out of stock,$76.59,$72.57,$70.58,$59.94,0,$18.40,44 %,2,0,55.2,0.7,Large Standard-Size,326182,287135,302386,3,0,0,2022-05-14T04:28:20.000000Z,,0,0,31,900,470,280,hundredths-pounds,hundredths-inches,8237720,,,,
